season,game_id,team_id,opponent_id,round,venue,result,GF,GA,xG,xGA,Poss,captain_id,Formation,Opp Formation
2122,466,19458,18732,09,Away,D,2,2,0.7,1.6,39,89,4-4-2,4-4-2
2122,475,19458,19571,10,Home,W,3,1,2.3,0.8,41,82,4-4-2,3-5-2
2122,484,19458,9616,11,Away,D,1,1,0.7,1.8,30,82,4-4-2,3-4-1-2
2122,497,19458,19467,12,Home,D,3,3,1.5,1.9,40,82,4-4-2,4-3-3
2122,512,19458,19500,14,Away,D,0,0,0.2,0.7,35,82,4-4-2,3-4-3
2122,521,19458,18716,15,Away,L,0,1,0.6,1.0,52,89,4-4-2,4-4-2
2122,538,19458,18747,16,Home,D,0,0,0.8,0.8,40,82,4-4-2,4-2-3-1
2122,563,19458,18656,20,Away,L,1,3,1.1,2.4,43,82,4-4-2,4-2-2-2
2122,569,19458,1128631,21,Away,L,1,3,1.0,1.9,45,82,4-4-2,3-4-3
2122,594,19458,9617,23,Away,D,0,0,0.4,1.2,25,82,4-4-2,4-1-4-1
2122,595,19458,2714,17,Home,D,0,0,0.6,0.8,53,82,4-4-2,4-4-2
2122,596,19458,18656,24,Home,D,1,1,0.4,1.8,37,82,4-4-2,4-2-3-1
2122,610,19458,1130849,25,Home,L,0,1,1.5,1.7,34,82,4-4-2,4-3-3
2122,619,19458,19453,26,Away,W,3,0,0.7,0.6,32,82,4-4-2,4-4-2
2122,627,19458,18741,13,Home,W,1,0,0.9,0.7,34,82,4-4-2,3-4-3
2122,635,19458,19467,27,Away,D,1,1,0.2,1.0,41,82,4-4-2,4-3-3
2122,637,19458,19481,22,Home,L,0,2,0.9,1.5,45,82,4-4-2,4-3-3
2122,644,19458,9616,28,Home,L,0,4,0.7,2.3,28,89,4-4-2,3-4-3
2122,652,19458,19571,29,Away,L,0,2,0.7,1.9,45,89,4-4-2,4-5-1
2122,673,19458,50602,31,Home,L,0,2,0.1,1.8,24,89,4-5-1,4-3-3
2122,679,19458,5794,19,Home,W,3,2,2.0,2.4,52,89,4-4-2,4-3-3
2122,687,19458,18721,32,Away,L,0,2,1.7,1.7,55,89,4-4-2,4-2-3-1
2122,694,19458,18747,33,Away,D,1,1,1.8,2.2,39,89,4-4-2,4-2-3-1
2122,701,19458,18732,30,Home,W,2,0,1.5,0.9,44,89,4-4-2,3-1-4-2
2122,707,19458,19500,34,Home,W,1,0,1.4,0.6,36,89,4-4-2,3-4-3
2122,715,19458,2714,35,Away,W,2,1,1.6,1.0,53,89,4-4-2,4-3-3
2122,723,19458,18711,36,Home,L,1,3,1.9,2.1,49,89,4-4-2,4-1-2-1-2
2122,739,19458,18741,37,Away,L,0,1,0.7,2.2,32,88,5-3-2,3-4-3
2122,749,19458,18711,18,Away,D,1,1,1.6,1.5,29,89,5-3-2,4-3-2-1
2122,760,19458,18716,38,Home,L,1,2,1.6,1.8,52,89,4-4-2,4-3-3
2122,384,9616,19467,01,Home,W,3,0,0.7,0.2,62,110,3-4-3,4-4-2
2122,397,9616,9617,02,Away,W,2,0,3.1,0.3,65,110,3-4-3,4-2-3-1
2122,406,9616,1130849,03,Away,D,1,1,0.6,2.5,35,110,3-4-3,4-3-3
2122,411,9616,18711,04,Home,W,3,0,1.3,1.2,57,119,3-4-3,5-3-2
2122,430,9616,18741,05,Away,W,3,0,2.1,0.5,53,110,3-4-3,4-3-2-1
2122,432,9616,50602,06,Home,L,0,1,0.2,1.7,41,110,3-5-2,4-3-3
2122,445,9616,18732,07,Home,W,3,1,3.3,1.3,62,110,3-4-3,4-4-2
2122,452,9616,19571,08,Away,W,1,0,0.3,1.4,55,110,3-5-2,3-5-2
2122,462,9616,18721,09,Home,W,7,0,3.1,0.1,62,115,3-4-3,3-5-2
2122,471,9616,18716,10,Away,W,3,0,2.2,0.2,79,115,3-4-3,5-3-2
2122,484,9616,19458,11,Home,D,1,1,1.8,0.7,70,115,3-4-1-2,4-4-2
2122,491,9616,19481,12,Away,W,3,0,2.0,0.4,61,115,3-4-3,3-4-3
2122,509,9616,18656,13,Home,D,1,1,2.7,0.9,65,115,3-4-3,4-3-1-2
2122,515,9616,2714,14,Away,W,2,1,0.9,1.0,49,110,3-4-3,4-1-4-1
2122,520,9616,18747,15,Away,L,2,3,1.1,1.8,63,115,3-4-3,3-4-3
2122,535,9616,1128631,16,Home,W,3,2,2.5,1.4,57,110,3-4-3,4-3-1-2
2122,545,9616,5794,17,Home,D,1,1,2.9,0.6,80,110,3-4-3,5-4-1
2122,549,9616,19500,18,Away,D,0,0,0.9,0.2,63,110,3-4-3,3-5-2
2122,551,9616,18711,19,Away,W,3,1,2.6,0.4,58,115,3-4-3,4-3-1-2
2122,561,9616,19453,20,Home,D,1,1,0.7,0.9,47,110,3-4-3,3-4-3
2122,570,9616,1130849,21,Home,D,2,2,1.2,1.3,54,110,3-4-3,4-3-3
2122,577,9616,50602,22,Away,L,0,1,0.3,1.0,44,110,3-4-3,4-2-3-1
2122,582,9616,19453,24,Away,D,1,1,0.7,0.7,56,110,4-2-2-2,4-1-4-1
2122,593,9616,18741,23,Home,W,2,0,1.2,0.5,64,110,4-3-3,4-4-2
2122,620,9616,19467,26,Away,W,1,0,0.9,0.5,58,115,4-3-3,4-2-3-1
2122,644,9616,19458,28,Away,W,4,0,2.3,0.7,72,115,3-4-3,4-4-2
2122,650,9616,18721,30,Away,W,3,1,1.8,1.0,66,110,3-4-3,5-3-2
2122,657,9616,18716,29,Home,W,1,0,1.1,0.3,71,115,4-3-3,5-4-1
2122,674,9616,19571,31,Home,L,1,4,1.3,1.8,70,110,4-3-3,5-3-2
2122,682,9616,18732,32,Away,W,6,0,4.2,0.5,70,122,3-4-1-2,4-4-2
2122,699,9616,9617,25,Home,L,2,4,0.7,2.0,67,110,3-4-1-2,4-2-3-1
2122,708,9616,18747,34,Home,W,1,0,3.0,0.5,66,110,3-4-1-2,3-4-3
2122,712,9616,18656,37,Away,D,1,1,1.9,0.5,64,110,3-4-1-2,4-2-3-1
2122,719,9616,5794,35,Away,L,0,1,0.8,0.8,77,110,3-4-1-2,5-4-1
2122,725,9616,19500,36,Home,D,2,2,1.7,2.0,59,110,3-4-1-2,3-5-2
2122,735,9616,1128631,33,Away,W,3,0,1.3,0.4,67,115,3-4-3,5-4-1
2122,748,9616,19481,27,Home,D,1,1,1.6,0.1,67,115,3-4-3,3-1-4-2
2122,752,9616,2714,38,Home,W,2,1,2.2,0.6,71,110,3-4-3,4-3-3
2122,384,19467,9616,01,Away,L,0,3,0.2,0.7,38,136,4-4-2,3-4-3
2122,396,19467,19571,02,Home,D,0,0,0.5,0.9,53,136,4-3-3,3-5-2
2122,401,19467,18747,03,Away,D,2,2,1.1,1.3,53,136,4-3-3,4-2-3-1
2122,417,19467,18741,04,Home,W,3,0,2.1,0.1,62,136,4-3-3,4-1-2-1-2
2122,426,19467,1130849,05,Away,L,0,3,0.6,3.1,41,136,4-3-3,4-3-3
2122,440,19467,19453,06,Home,D,1,1,1.4,0.8,47,144,4-3-3,3-4-3
2122,447,19467,19481,07,Home,D,2,2,1.5,1.2,60,144,4-3-3,4-4-2
2122,460,19467,9617,08,Away,D,2,2,0.7,1.7,46,144,4-2-3-1,4-1-4-1
2122,463,19467,18716,09,Home,D,1,1,1.9,0.3,74,144,4-3-3,5-3-2
2122,473,19467,50602,10,Away,W,2,0,0.7,0.7,32,136,4-3-3,4-3-3
2122,482,19467,19500,11,Home,W,2,0,1.9,0.3,60,136,4-3-3,3-4-3
2122,497,19467,19458,12,Away,D,3,3,1.9,1.5,60,144,4-3-3,4-4-2
2122,501,19467,18711,13,Home,L,1,2,1.0,0.5,64,144,4-2-3-1,4-3-3
2122,510,19467,1128631,14,Away,L,0,1,1.1,1.4,39,142,4-3-3,4-1-4-1
2122,525,19467,18656,15,Away,L,0,1,0.5,0.9,39,153,4-3-3,4-2-2-2
2122,537,19467,5794,16,Home,W,3,1,1.8,1.0,61,142,4-3-3,4-1-4-1
2122,542,19467,18732,17,Home,D,2,2,1.2,0.6,59,142,4-3-3,4-4-2
2122,552,19467,18741,19,Away,L,0,3,0.2,2.3,40,142,4-3-3,3-4-3
2122,560,19467,18721,20,Home,W,3,0,1.9,0.9,51,142,4-3-3,4-2-3-1
2122,566,19467,18747,21,Home,L,2,3,2.4,2.2,62,144,4-3-3,4-2-3-1
2122,574,19467,19453,22,Away,D,1,1,0.2,2.0,37,142,4-3-3,4-1-2-1-2
2122,592,19467,1130849,23,Home,L,1,3,2.2,1.9,43,142,4-3-3,4-3-3
2122,599,19467,18721,24,Away,D,1,1,1.3,0.4,70,142,4-3-3,4-4-2
2122,607,19467,19571,25,Away,D,0,0,0.3,1.6,58,142,4-3-3,3-5-2
2122,620,19467,9616,26,Home,L,0,1,0.5,0.9,42,136,4-2-3-1,4-3-3
2122,625,19467,2714,18,Away,W,4,1,1.1,1.4,54,586,4-3-3,4-3-3
2122,635,19467,19458,27,Home,D,1,1,1.0,0.2,59,144,4-3-3,4-4-2
2122,643,19467,19500,28,Away,W,2,0,2.7,0.7,37,586,4-2-3-1,3-4-3
2122,661,19467,50602,29,Home,D,0,0,0.6,2.8,27,586,4-3-3,4-3-3
2122,678,19467,9617,31,Home,W,3,0,1.5,0.8,32,586,4-2-3-1,4-2-3-1
2122,686,19467,19481,32,Away,L,1,2,1.4,1.0,49,586,4-2-3-1,4-2-3-1
2122,700,19467,18716,30,Away,L,0,1,0.5,0.9,63,586,4-2-3-1,4-3-3
2122,711,19467,1128631,34,Home,D,0,0,1.9,0.5,53,136,4-3-3,4-2-3-1
2122,717,19467,18732,35,Away,W,2,1,1.1,0.6,62,136,4-3-3,4-4-2
2122,727,19467,2714,36,Home,W,1,0,2.2,0.4,67,142,4-3-3,4-3-3
2122,741,19467,18711,37,Away,D,1,1,1.4,1.0,51,144,5-3-2,4-3-1-2
2122,750,19467,5794,33,Away,L,2,3,1.1,0.8,57,586,4-3-3,3-4-3
2122,753,19467,18656,38,Home,W,1,0,0.6,0.7,39,142,4-3-3,4-2-3-1
2122,382,5794,18732,01,Home,W,3,1,2.4,0.8,48,179,4-2-3-1,4-4-2
2122,394,5794,1128631,02,Away,D,2,2,1.8,1.2,31,179,4-4-1-1,3-3-3-1
2122,404,5794,19453,03,Away,W,2,0,1.4,0.7,35,179,4-4-1-1,3-4-3
2122,420,5794,19458,04,Home,W,3,1,1.4,1.0,52,179,3-4-3,4-4-2
2122,423,5794,18711,05,Away,L,0,3,0.7,0.8,45,171,4-4-1-1,5-3-2
2122,433,5794,18721,06,Home,W,2,0,1.9,0.5,47,171,4-4-1-1,5-3-2
2122,442,5794,18656,07,Away,D,1,1,1.3,1.0,28,171,4-4-1-1,4-2-3-1
2122,459,5794,18747,08,Home,L,0,1,0.9,1.2,39,179,4-4-1-1,4-2-3-1
2122,464,5794,2714,09,Home,L,2,5,1.5,3.7,49,179,4-4-1-1,4-1-4-1
2122,480,5794,19500,10,Away,L,1,2,1.5,1.7,39,179,4-4-2,3-4-3
2122,490,5794,18741,11,Home,D,0,0,0.6,0.7,45,179,4-4-1-1,3-4-3
2122,499,5794,50602,12,Away,L,0,3,0.2,2.5,23,179,4-4-1-1,4-3-3
2122,506,5794,19571,13,Away,L,0,1,1.0,1.2,60,179,4-4-1-1,3-5-2
2122,517,5794,1130849,14,Home,L,1,4,0.7,2.4,33,179,4-4-2,4-3-3
2122,529,5794,9617,15,Home,W,2,1,0.9,1.0,37,179,4-4-1-1,4-2-3-1
2122,537,5794,19467,16,Away,L,1,3,1.0,1.8,39,179,4-1-4-1,4-3-3
2122,545,5794,9616,17,Away,D,1,1,0.6,2.9,20,173,5-4-1,3-4-3
2122,567,5794,19453,21,Home,L,2,3,1.6,1.7,50,179,5-4-1,4-4-2
2122,576,5794,18721,22,Away,L,1,2,0.6,1.0,59,179,4-4-2,4-4-2
2122,590,5794,18711,23,Home,L,0,1,1.6,0.8,50,182,4-4-2,4-3-3
2122,597,5794,18716,24,Away,L,1,3,0.7,1.9,60,179,3-4-3,4-3-3
2122,608,5794,1128631,25,Home,W,3,0,2.7,0.3,42,179,4-4-2,3-3-3-1
2122,618,5794,18732,26,Away,L,0,2,0.3,2.5,45,179,4-4-2,4-4-2
2122,634,5794,50602,27,Home,L,0,1,0.5,1.8,33,179,4-3-3,4-3-3
2122,647,5794,18741,28,Away,L,0,5,0.2,2.5,45,179,4-2-3-1,3-4-3
2122,659,5794,19500,29,Home,L,0,1,0.4,0.8,39,179,3-4-3,3-5-2
2122,664,5794,18716,20,Home,W,1,0,0.7,0.9,39,179,4-2-3-1,4-3-3
2122,677,5794,18747,31,Away,L,1,2,0.7,1.2,45,173,4-3-3,4-2-3-1
2122,679,5794,19458,19,Away,L,2,3,2.4,2.0,48,168,4-3-3,4-4-2
2122,685,5794,18656,32,Home,W,1,0,0.4,0.8,33,179,4-3-3,4-2-3-1
2122,698,5794,19481,18,Home,D,1,1,1.8,0.9,37,179,4-3-3,4-2-3-1
2122,709,5794,1130849,34,Away,L,0,2,0.4,1.7,18,179,4-3-3,4-3-3
2122,719,5794,9616,35,Home,W,1,0,0.8,0.8,23,179,5-4-1,3-4-1-2
2122,732,5794,19481,36,Away,W,2,1,1.1,1.5,34,179,5-4-1,3-1-4-2
2122,737,5794,2714,30,Away,D,0,0,0.7,0.3,52,179,5-4-1,4-3-3
2122,743,5794,19571,37,Home,L,2,3,2.1,1.4,28,179,3-4-3,4-3-3
2122,750,5794,19467,33,Home,W,3,2,0.8,1.1,43,179,3-4-3,4-3-3
2122,759,5794,9617,38,Away,L,1,5,1.1,4.2,27,591,5-4-1,4-2-3-1
2122,383,1128631,18656,01,Away,L,1,5,0.5,1.5,51,221,4-1-4-1,4-2-3-1
2122,394,1128631,5794,02,Home,D,2,2,1.2,1.8,69,221,3-3-3-1,4-4-1-1
2122,409,1128631,19458,03,Away,D,1,1,1.2,1.0,64,221,3-3-3-1,4-4-2
2122,419,1128631,1130849,04,Home,L,0,3,1.2,4.3,44,221,4-1-4-1,4-3-3
2122,421,1128631,18716,05,Away,D,1,1,1.5,1.3,65,221,4-1-4-1,5-4-1
2122,434,1128631,18747,06,Home,L,1,2,1.2,1.6,53,221,4-1-4-1,4-2-3-1
2122,443,1128631,2714,07,Home,W,1,0,1.3,0.2,66,221,4-1-4-1,4-2-3-1
2122,453,1128631,18732,08,Away,L,0,1,0.2,1.9,54,221,3-3-3-1,4-4-2
2122,467,1128631,19500,09,Home,D,1,1,1.6,0.9,62,221,4-4-1-1,3-4-3
2122,479,1128631,18721,10,Away,W,2,1,0.7,0.8,52,221,3-3-3-1,4-4-2
2122,489,1128631,19481,11,Home,D,1,1,1.3,0.7,56,221,4-2-3-1,4-3-3
2122,500,1128631,18741,12,Away,L,1,2,1.4,2.1,57,221,3-3-3-1,3-4-3
2122,503,1128631,19453,13,Away,D,0,0,0.6,2.1,43,221,4-2-3-1,4-2-3-1
2122,510,1128631,19467,14,Home,W,1,0,1.4,1.1,61,221,4-1-4-1,4-3-3
2122,526,1128631,19571,15,Home,D,2,2,1.2,1.0,63,221,3-4-3,3-5-2
2122,535,1128631,9616,16,Away,L,2,3,1.4,2.5,43,222,4-3-1-2,3-4-3
2122,539,1128631,50602,17,Away,L,0,7,0.3,3.1,37,222,4-2-3-1,4-2-3-1
2122,546,1128631,9617,18,Home,L,1,4,1.6,3.5,51,222,4-2-3-1,4-2-3-1
2122,569,1128631,19458,21,Home,W,3,1,1.9,1.0,55,222,3-4-3,4-4-2
2122,581,1128631,18747,22,Away,W,3,2,2.2,2.4,52,222,4-1-4-1,4-2-3-1
2122,589,1128631,18716,23,Home,L,0,1,0.7,0.9,62,222,4-2-3-1,4-3-3
2122,600,1128631,18711,24,Away,D,3,3,1.8,1.6,60,222,4-2-3-1,4-3-3
2122,608,1128631,5794,25,Away,L,0,3,0.3,2.7,58,222,3-3-3-1,4-4-2
2122,623,1128631,18656,26,Home,L,2,4,1.8,2.2,54,222,4-2-3-1,4-2-3-1
2122,626,1128631,1130849,19,Away,L,0,6,0.2,5.9,37,222,4-1-4-1,4-3-3
2122,631,1128631,18741,27,Home,L,0,4,1.5,1.9,50,222,4-1-4-1,3-4-3
2122,641,1128631,19481,28,Away,L,0,1,1.7,0.4,49,222,4-2-3-1,4-3-3
2122,649,1128631,18711,20,Home,L,0,3,0.2,1.5,51,222,4-2-3-1,4-3-1-2
2122,655,1128631,18721,29,Home,W,2,1,2.5,1.5,52,222,4-2-3-1,4-3-3
2122,665,1128631,19500,30,Away,W,3,2,2.0,1.2,52,222,4-2-3-1,3-4-3
2122,671,1128631,18732,31,Home,D,1,1,1.2,1.4,56,221,4-2-3-1,4-3-1-2
2122,684,1128631,2714,32,Away,W,3,0,0.7,1.1,51,221,4-2-3-1,4-3-3
2122,711,1128631,19467,34,Away,D,0,0,0.5,1.9,47,221,4-2-3-1,4-3-3
2122,713,1128631,50602,35,Home,L,0,4,1.3,2.4,42,222,5-4-1,4-2-3-1
2122,731,1128631,9617,36,Away,L,1,2,0.3,2.0,36,222,4-2-3-1,4-2-3-1
2122,735,1128631,9616,33,Home,L,0,3,0.4,1.3,33,221,5-4-1,3-4-3
2122,745,1128631,19453,37,Home,D,1,1,1.6,2.2,50,221,4-2-3-1,3-4-3
2122,755,1128631,19571,38,Away,W,2,1,1.3,0.8,51,221,4-4-1-1,4-3-3
2122,387,19481,19500,01,Home,W,1,0,0.5,1.3,56,246,4-2-3-1,3-4-3
2122,400,19481,18747,02,Away,L,1,4,0.6,2.3,48,246,4-2-3-1,4-2-3-1
2122,402,19481,18721,03,Away,W,2,1,1.5,1.5,55,246,4-4-2,4-3-3
2122,414,19481,50602,04,Home,L,0,1,0.6,2.8,39,246,4-2-3-1,4-3-3
2122,428,19481,19453,05,Away,L,1,2,1.6,1.7,63,246,4-3-3,4-4-2
2122,435,19481,19458,06,Home,D,2,2,2.4,0.5,66,246,4-3-3,4-4-2
2122,447,19481,19467,07,Away,D,2,2,1.2,1.5,40,246,4-4-2,4-3-3
2122,456,19481,18656,08,Home,W,4,2,2.4,1.2,49,246,3-4-1-2,4-2-3-1
2122,469,19481,19571,09,Away,W,2,1,1.5,1.0,46,246,3-4-1-2,3-5-2
2122,472,19481,9617,10,Home,L,0,2,1.3,0.7,64,246,3-4-1-2,4-4-1-1
2122,489,19481,1128631,11,Away,D,1,1,0.7,1.3,44,246,4-3-3,4-2-3-1
2122,491,19481,9616,12,Home,L,0,3,0.4,2.0,39,246,3-4-3,3-4-3
2122,508,19481,2714,13,Home,W,4,2,2.1,2.8,56,246,4-2-3-1,4-1-4-1
2122,513,19481,18732,14,Away,D,2,2,1.5,1.5,55,246,4-2-3-1,4-4-2
2122,528,19481,18711,15,Away,L,1,2,1.1,2.1,59,246,4-2-3-1,4-3-3
2122,536,19481,18716,16,Home,W,4,0,2.6,1.0,47,246,4-2-3-1,4-4-2
2122,550,19481,50602,19,Away,L,3,6,2.7,3.6,28,246,4-4-1-1,4-3-3
2122,559,19481,1130849,20,Home,W,1,0,0.4,2.3,37,246,4-3-1-2,4-3-3
2122,583,19481,18741,17,Home,L,2,3,1.2,3.1,49,246,3-5-2,3-5-2
2122,591,19481,19453,23,Home,D,1,1,1.4,1.1,44,246,4-2-3-1,4-1-2-1-2
2122,603,19481,1130849,24,Away,L,0,2,0.5,1.8,36,246,4-2-3-1,4-3-3
2122,613,19481,18747,25,Home,D,2,2,1.4,1.1,55,246,4-3-3,4-2-3-1
2122,624,19481,19500,26,Away,L,1,2,1.7,0.5,63,246,4-3-3,3-5-2
2122,637,19481,19458,22,Away,W,2,0,1.5,0.9,55,246,4-3-3,4-4-2
2122,641,19481,1128631,28,Home,W,1,0,0.4,1.7,51,246,4-3-3,4-2-3-1
2122,656,19481,9617,29,Away,L,0,2,0.4,2.4,54,246,4-2-3-1,4-2-3-1
2122,667,19481,19571,30,Home,W,2,1,1.0,1.3,52,246,4-2-3-1,4-5-1
2122,672,19481,18656,31,Away,D,1,1,0.8,0.9,46,246,4-2-3-1,4-2-3-1
2122,686,19481,19467,32,Home,W,2,1,1.0,1.4,51,246,4-2-3-1,4-2-3-1
2122,695,19481,18716,33,Away,L,1,2,0.6,1.8,68,246,4-1-4-1,4-3-3
2122,698,19481,5794,18,Away,D,1,1,0.9,1.8,63,246,4-2-3-1,4-3-3
2122,704,19481,18711,34,Home,D,0,0,0.3,0.9,64,246,4-1-4-1,4-3-2-1
2122,720,19481,18741,35,Away,L,1,3,0.5,1.2,60,246,3-5-2,3-4-3
2122,732,19481,5794,36,Home,L,1,2,1.5,1.1,66,246,3-1-4-2,5-4-1
2122,736,19481,18721,21,Home,W,3,0,2.0,1.1,65,246,4-2-3-1,4-1-4-1
2122,742,19481,2714,37,Away,W,5,1,2.5,1.4,59,245,4-1-4-1,4-3-3
2122,748,19481,9616,27,Away,D,1,1,0.1,1.6,33,246,3-1-4-2,3-4-3
2122,756,19481,18732,38,Home,W,4,1,3.4,1.1,51,246,4-2-3-1,4-4-2
2122,385,1130849,18721,01,Away,W,3,0,1.6,1.4,50,270,4-3-3,4-3-3
2122,393,1130849,19458,02,Home,W,2,0,2.7,0.9,65,272,4-3-3,4-4-2
2122,406,1130849,9616,03,Home,D,1,1,2.5,0.6,65,272,4-3-3,3-4-3
2122,419,1130849,1128631,04,Away,W,3,0,4.3,1.2,56,286,4-3-3,4-1-4-1
2122,426,1130849,19467,05,Home,W,3,0,3.1,0.6,59,272,4-3-3,4-3-3
2122,431,1130849,19571,06,Away,D,3,3,2.8,2.1,67,272,4-3-3,3-5-2
2122,448,1130849,50602,07,Home,D,2,2,0.9,1.2,49,272,4-3-3,4-3-3
2122,451,1130849,2714,08,Away,W,5,0,3.3,0.5,75,272,4-3-3,5-4-1
2122,470,1130849,18656,09,Away,W,5,0,3.4,1.6,62,272,4-3-3,4-2-3-1
2122,474,1130849,19453,10,Home,D,2,2,1.5,1.0,58,272,4-3-3,4-2-3-1
2122,488,1130849,18747,11,Away,L,2,3,1.2,1.0,69,272,4-3-3,4-2-3-1
2122,493,1130849,9617,12,Home,W,4,0,4.3,0.4,62,286,4-3-3,4-4-1-1
2122,505,1130849,18732,13,Home,W,4,0,2.9,1.0,64,272,4-3-3,3-4-3
2122,517,1130849,5794,14,Away,W,4,1,2.4,0.7,67,272,4-3-3,4-4-2
2122,524,1130849,19500,15,Away,W,1,0,2.7,0.1,66,272,4-3-3,3-4-3
2122,534,1130849,18711,16,Home,W,1,0,2.2,0.2,62,272,4-3-3,4-3-3
2122,544,1130849,18716,17,Home,W,3,1,2.7,0.3,74,272,4-3-3,4-5-1
2122,548,1130849,18741,18,Away,D,2,2,1.1,3.0,56,270,4-3-3,5-3-2
2122,559,1130849,19481,20,Away,L,0,1,2.3,0.4,63,272,4-3-3,4-3-1-2
2122,570,1130849,9616,21,Away,D,2,2,1.3,1.2,46,272,4-3-3,3-4-3
2122,580,1130849,19571,22,Home,W,3,0,2.7,0.7,68,272,4-3-3,3-5-2
2122,592,1130849,19467,23,Away,W,3,1,1.9,2.2,57,272,4-3-3,4-3-3
2122,603,1130849,19481,24,Home,W,2,0,1.8,0.5,64,286,4-3-3,4-2-3-1
2122,610,1130849,19458,25,Away,W,1,0,1.7,1.5,66,272,4-3-3,4-4-2
2122,615,1130849,18721,26,Home,W,3,1,3.6,0.6,69,272,4-3-3,4-3-3
2122,626,1130849,1128631,19,Home,W,6,0,5.9,0.2,63,286,4-3-3,4-1-4-1
2122,642,1130849,18747,28,Home,W,1,0,2.4,1.3,68,272,4-3-3,4-4-2
2122,654,1130849,19453,29,Away,W,2,0,2.2,0.5,48,272,4-3-3,4-2-3-1
2122,662,1130849,9617,27,Away,W,2,0,0.8,0.5,51,272,4-3-3,4-2-3-1
2122,669,1130849,2714,31,Home,W,2,0,2.2,0.6,73,272,4-3-3,4-1-4-1
2122,688,1130849,50602,32,Away,D,2,2,1.3,1.3,45,272,4-3-3,4-2-3-1
2122,696,1130849,18656,30,Home,W,4,0,2.0,0.1,71,272,4-3-3,3-4-3
2122,709,1130849,5794,34,Home,W,2,0,1.7,0.4,82,286,4-3-3,4-3-3
2122,716,1130849,18716,35,Away,W,1,0,2.3,0.2,64,272,4-3-3,4-3-3
2122,724,1130849,18741,36,Home,D,1,1,1.3,0.9,64,272,4-3-3,3-4-3
2122,733,1130849,18711,33,Away,W,2,1,1.8,1.4,60,286,4-3-3,4-3-1-2
2122,747,1130849,18732,37,Away,W,2,1,1.3,0.1,70,270,4-3-3,5-4-1
2122,758,1130849,19500,38,Home,W,3,1,2.7,1.3,63,272,4-3-3,3-5-2
2122,389,50602,18741,01,Away,L,0,1,1.8,1.0,65,293,4-3-3,4-3-3
2122,395,50602,18721,02,Home,W,5,0,2.6,0.1,67,311,4-3-3,4-3-3
2122,403,50602,9617,03,Home,W,5,0,4.4,0.2,80,311,4-3-3,5-4-1
2122,414,50602,19481,04,Away,W,1,0,2.8,0.6,61,311,4-3-3,4-2-3-1
2122,427,50602,18732,05,Home,D,0,0,1.0,0.4,64,293,4-3-3,4-4-2
2122,432,50602,9616,06,Away,W,1,0,1.7,0.2,59,307,4-3-3,3-5-2
2122,448,50602,1130849,07,Away,D,2,2,1.2,0.9,51,307,4-3-3,4-3-3
2122,455,50602,19458,08,Home,W,2,0,2.1,0.9,70,298,4-3-3,4-4-2
2122,465,50602,19453,09,Away,W,4,1,3.8,1.3,52,311,4-3-3,3-5-2
2122,473,50602,19467,10,Home,L,0,2,0.7,0.7,68,307,4-3-3,4-3-3
2122,485,50602,18656,11,Away,W,2,0,1.6,0.9,67,311,4-3-3,3-5-2
2122,499,50602,5794,12,Home,W,3,0,2.5,0.2,77,311,4-3-3,4-4-1-1
2122,507,50602,18747,13,Home,W,2,1,2.1,0.2,68,311,4-3-3,4-2-3-1
2122,514,50602,18711,14,Away,W,2,1,1.0,0.8,64,293,4-2-3-1,4-3-3
2122,522,50602,2714,15,Away,W,3,1,3.1,0.8,77,311,4-3-3,4-1-4-1
2122,533,50602,19500,16,Home,W,1,0,3.2,0.2,71,311,4-3-3,3-5-2
2122,539,50602,1128631,17,Home,W,7,0,3.1,0.3,63,307,4-2-3-1,4-2-3-1
2122,547,50602,18716,18,Away,W,4,0,2.9,0.3,71,307,4-2-3-1,4-5-1
2122,550,50602,19481,19,Home,W,6,3,3.6,2.7,72,293,4-3-3,4-4-1-1
2122,562,50602,19571,20,Away,W,1,0,1.1,0.4,76,293,4-3-3,3-5-2
2122,565,50602,9617,21,Away,W,2,1,2.0,0.8,71,307,4-2-3-1,4-2-3-1
2122,577,50602,9616,22,Home,W,1,0,1.0,0.3,56,298,4-2-3-1,3-4-3
2122,588,50602,18732,23,Away,D,1,1,1.8,0.8,74,307,4-3-3,4-4-2
2122,601,50602,19571,24,Home,W,2,0,1.9,0.4,74,307,4-3-3,3-5-2
2122,609,50602,18721,25,Away,W,4,0,4.6,0.4,71,293,4-3-3,4-3-3
2122,621,50602,18741,26,Home,L,2,3,2.1,1.4,71,311,4-3-3,3-4-3
2122,634,50602,5794,27,Away,W,1,0,1.8,0.5,67,311,4-3-3,4-3-3
2122,646,50602,18656,28,Home,W,4,1,2.7,0.5,69,298,4-3-3,4-2-3-1
2122,661,50602,19467,29,Away,D,0,0,2.8,0.6,73,298,4-3-3,4-3-3
2122,673,50602,19458,31,Away,W,2,0,1.8,0.1,76,311,4-3-3,4-5-1
2122,688,50602,1130849,32,Home,D,2,2,1.3,1.3,55,298,4-2-3-1,4-3-3
2122,697,50602,19453,30,Home,W,3,0,1.3,0.2,65,311,4-3-3,3-5-2
2122,703,50602,2714,34,Home,W,5,1,3.6,0.5,73,293,4-2-3-1,4-3-3
2122,713,50602,1128631,35,Away,W,4,0,2.4,1.3,58,311,4-2-3-1,5-4-1
